time,ex_lfp,in_lfp,{} ex_ID,440 in_ID
2.0,-0.2605299999999999,0.05213000000000009,-4.37541434588881,-2.7835960786338183
3.0,-0.24787000000000037,0.049649999999999694,-4.162022870191981,-2.6478384959212913
4.0,-0.2357500000000001,0.04729999999999991,-3.959038619571528,-2.518701888646046
5.0,-0.25453999999999954,0.02758999999999992,-4.052019544501062,-2.681928864855576
6.0,0.04670000000000004,0.34730999999999984,-3.845967241131615,-2.6857294308336157
7.0,1.107369999999999,1.4421300000000008,-2.6707721502654422,-1.8847270230004984
8.0,3.0403199999999995,3.4674199999999997,-0.697304477927716,0.026271107570299712
9.0,5.821019999999991,6.291709999999999,2.1482421410431636,3.0320401094546363
10.0,8.43545,8.888769999999996,5.798923750264846,7.049306400309259
11.0,9.951990000000002,9.251680000000002,9.937585653800003,11.695947890523545
12.0,8.278190000000002,8.187220000000002,14.515429060605515,16.537386454417227
13.0,4.9399,4.48841,19.380531569293403,0.0
14.0,3.09654,3.11151,0.0,0.0
15.0,4.049639999999998,4.47208,0.0,0.0
16.0,6.352190000000002,6.986549999999999,0.0,4.6276320208212605
17.0,7.830649999999997,8.053080000000003,6.969744630686055,9.338775834726595
18.0,8.39988,8.219759999999997,11.490576840819326,14.482393646087377
19.0,8.139499999999998,7.970199999999998,15.0273547214434,19.53922899582935
20.0,7.759009999999995,7.062869999999999,18.6756025061368,0.0
21.0,7.243230000000007,5.66825,0.0,0.0
22.0,6.837989999999993,5.73831,0.0,0.0
23.0,7.049940000000004,6.74575,0.0,3.131831265581642
24.0,7.486420000000001,7.3247699999999965,4.6358003727526125,5.968234083620295
25.0,7.693830000000002,8.09146,7.8363146631062355,8.749310140425875
26.0,7.628069999999994,8.544669999999998,10.82221185712507,11.481930513713994
27.0,7.93004000000001,8.833559999999997,14.637879528155656,14.906917428343668
28.0,8.065530000000003,9.006640000000003,19.33460720409439,18.543406113854303
29.0,8.066719999999995,8.742779999999998,0.0,0.0
30.0,7.271279999999998,6.727540000000001,0.0,0.0
31.0,6.47311,5.084020000000001,0.0,0.0
32.0,5.6923400000000015,5.4255200000000015,7.405540495777409,4.802386501119951
33.0,5.3591099999999985,5.850320000000001,14.53637049239198,9.307943201347403
34.0,5.927840000000001,7.036350000000006,19.522348963540463,13.656323851535863
35.0,7.11691,7.771849999999998,0.0,17.45717859429235
36.0,7.608070000000008,7.403710000000002,0.0,0.0
37.0,8.224549999999997,7.649910000000005,0.0,0.0
38.0,8.065410000000004,7.15123,4.056422354076705,0.0
39.0,7.163279999999998,7.4119800000000025,8.148424177048524,4.883268869837028
40.0,6.579179999999996,6.792350000000001,12.209327691802747,9.60319941898878
41.0,5.962199999999997,7.2373699999999985,14.96590628574145,14.234433701650449
42.0,6.192199999999995,6.412090000000003,15.99268897388796,18.387146660245225
43.0,6.829400000000006,6.546219999999997,16.693918136049316,0.0
44.0,7.123750000000002,7.149749999999996,17.658296084298936,0.0
45.0,7.95139,7.6332900000000015,18.920171466093613,0.0
46.0,7.682760000000001,7.518510000000002,0.0,3.580931502716588
47.0,7.341269999999999,7.2844,0.0,7.613679369539714
48.0,6.632979999999995,7.242789999999998,0.0,12.747384025386921
49.0,6.212319999999987,7.11199,2.660922652382588,18.803491390351546
50.0,6.191119999999998,6.4849200000000025,5.271181319183848,0.0
51.0,6.857379999999999,6.94239,8.845304240916718,0.0
52.0,7.522969999999999,7.2934,13.747652529435058,0.0
53.0,7.328230000000002,6.801580000000001,18.816295918222245,4.770214072436751
54.0,7.114650000000001,7.473959999999995,0.0,9.030550800946948
55.0,6.715450000000001,7.40043,0.0,13.022670963684378
56.0,6.727469999999999,7.132470000000003,0.0,17.370201571914155
57.0,6.521950000000007,7.086650000000002,3.937483997008851,0.0
58.0,6.994789999999992,7.253639999999998,7.946918966897232,0.0
59.0,7.243949999999993,7.1845500000000015,12.629242010473739,0.0
60.0,7.837649999999999,7.263409999999999,17.74651888148448,4.860626018323671
61.0,7.87868,6.428690000000003,0.0,8.09271531702784
62.0,6.8266299999999935,6.707339999999998,0.0,10.616931265727501
63.0,6.475549999999994,7.048180000000003,0.0,13.36678556287277
64.0,6.42432,6.685370000000002,3.4418241410953065,17.28236731563362
65.0,6.776600000000006,7.446340000000005,6.766249989392458,0.0
66.0,7.712469999999995,8.086020000000003,10.282590842886076,0.0
67.0,7.941170000000003,8.198440000000002,14.133947275624305,0.0
68.0,8.313270000000003,8.43109,18.0380477348344,5.46537099154564
69.0,7.767959999999992,7.658750000000004,0.0,8.839185838472641
70.0,6.892879999999999,6.316750000000003,0.0,11.124698859208703
71.0,5.619949999999995,5.423900000000001,0.0,13.68515745988273
72.0,5.639079999999994,6.44359,5.130184583392383,17.485790282664635
73.0,6.369179999999994,7.017989999999997,9.886988410516636,0.0
74.0,7.152400000000003,7.079519999999995,13.675357383328336,0.0
75.0,7.569350000000003,6.9903900000000005,16.531788412831464,0.0
76.0,7.774289999999997,7.7766800000000025,18.551775830099267,4.996167784930753
77.0,7.869140000000005,7.2748399999999975,19.811350648817804,9.28385419630293
78.0,7.255609999999999,6.537629999999997,0.0,13.570022474564688
79.0,7.05476,7.175529999999999,0.0,18.196250248680904
80.0,6.7828100000000004,7.21244,0.0,0.0
81.0,6.787130000000003,7.684620000000001,4.870455163066779,0.0
82.0,7.146850000000003,7.197720000000002,8.889771005464603,0.0
83.0,7.739180000000004,7.6724499999999995,12.100698018932917,5.209966905252504
84.0,7.386999999999997,7.950450000000001,15.241013489766923,10.380363792406541
85.0,7.4840099999999925,7.379019999999998,18.320300377721857,16.01071561904541
86.0,6.633339999999998,6.03178,0.0,0.0
87.0,6.493780000000002,6.2782100000000005,0.0,0.0
88.0,6.04029,6.321929999999999,0.0,0.0
89.0,6.566179999999999,6.736170000000001,4.8469869904402625,7.82482658014295
90.0,7.238400000000003,7.54296,8.469778536964741,12.628529737415342
91.0,7.542749999999989,7.237659999999999,10.819287350965556,15.228144224601209
92.0,7.850949999999996,7.469249999999997,12.632151073528899,17.241612622582334
93.0,7.723459999999995,7.084359999999999,14.971381564337772,19.916221125687102
94.0,7.628010000000002,7.536260000000004,18.101120120271098,0.0
95.0,6.66022,7.373560000000002,0.0,0.0
96.0,6.843170000000004,7.462899999999998,0.0,0.0
97.0,7.008590000000004,7.250530000000001,0.0,4.335997577968124
98.0,7.227789999999997,7.221280000000002,4.267539265217767,7.409212202874188
99.0,7.369650000000002,6.723469999999999,8.492586635869603,9.942740794481622
100.0,7.766839999999993,6.196819999999997,13.63359192099959,13.167011177494835
101.0,7.013149999999997,6.46355,19.186305946943712,17.901008095591088
102.0,6.436760000000008,6.795530000000001,0.0,0.0
103.0,6.742740000000002,6.849530000000002,0.0,0.0
104.0,7.009279999999999,7.2773400000000015,0.0,0.0
105.0,7.302449999999996,7.888600000000003,2.641972378499016,1.9054159844769138
106.0,7.736100000000002,8.134440000000001,4.7864146979893105,3.6777500405340766
107.0,7.854819999999999,7.937869999999998,7.114909322480203,6.0401332794762315
108.0,7.67243000000001,7.1899000000000015,9.716469440564701,9.007869501173042
109.0,7.0466700000000015,6.154779999999998,12.403901588489093,12.590798054228898
110.0,6.436090000000001,6.442700000000001,15.167695117853029,16.934852832893554
111.0,6.417340000000004,6.40073,18.10583071708271,0.0
112.0,6.2390200000000045,6.41496,0.0,0.0
113.0,6.6078299999999945,7.121140000000002,0.0,0.0
114.0,7.093919999999997,7.68012,0.0,3.037797115198323
115.0,7.346399999999993,7.743690000000003,2.7506174623076234,6.3407716303322275
116.0,7.396279999999995,7.509669999999998,5.527277599574289,9.679948537526483
117.0,7.2662200000000094,7.143489999999998,8.520597092595196,13.472508323788066
118.0,6.926579999999998,6.447590000000001,11.590887284559976,17.120836462806178
119.0,6.65345,6.124779999999997,13.965421878532679,0.0
120.0,6.058069999999997,6.780869999999998,15.770629978800631,0.0
121.0,6.122450000000005,6.611030000000003,17.965194398194352,0.0
122.0,6.515099999999999,6.949549999999999,0.0,3.4813154288451926
123.0,7.251699999999993,6.55795,0.0,6.77359633241839
124.0,7.440009999999998,7.486629999999998,0.0,10.086576713912368
125.0,7.652119999999995,7.6447,3.525485961019747,13.951431372497161
126.0,7.852619999999998,6.760270000000001,6.926349960481835,18.076218977974744
127.0,7.241210000000003,6.2695799999999995,10.345968759128551,0.0
128.0,6.450500000000001,6.372219999999997,14.268182745406612,0.0
129.0,6.211839999999994,7.010680000000003,18.021451262507227,0.0
130.0,6.8136,7.0329799999999985,0.0,4.16810698216109
131.0,7.3734199999999985,7.365060000000002,0.0,8.305971258550255
132.0,7.619870000000003,7.541509999999998,0.0,12.158588362771509
133.0,7.710749999999998,7.910400000000001,3.8612720692753086,16.288941763749904
134.0,7.741790000000002,7.564009999999998,8.168685249321836,0.0
135.0,7.326699999999999,7.074389999999999,12.100437790964879,0.0
136.0,6.564909999999995,6.408399999999995,15.917932584475707,0.0
137.0,6.437699999999995,6.610060000000001,19.805621767729793,4.709667128412018
138.0,6.324380000000002,6.622389999999996,0.0,9.366638262443871
139.0,6.550439999999997,7.715379999999996,0.0,13.568452900989737
140.0,6.860950000000002,7.7927399999999984,0.0,17.35014749675155
141.0,7.624249999999999,7.03197,2.1303945818752723,0.0
142.0,7.804330000000001,7.424079999999996,4.994473729255166,0.0
143.0,6.886979999999997,5.942379999999998,8.662205123270713,0.0
144.0,7.388079999999996,6.5594399999999995,12.316607046594932,6.058339043437492
145.0,6.371360000000001,6.487659999999999,14.860061459512902,11.03394585983272
146.0,6.259520000000006,6.795280000000001,16.610992862898946,14.02823924943058
147.0,6.269720000000002,7.13895,17.85773964286983,15.773758921773553
148.0,7.017099999999999,7.910609999999998,18.852021859753144,17.127760721675923
149.0,7.765789999999994,8.179520000000007,0.0,19.278541577458594
150.0,8.005480000000004,7.846130000000002,0.0,0.0
151.0,8.155979999999996,7.1509599999999995,0.0,0.0
152.0,7.055210000000007,5.961189999999997,6.253647144270747,0.0
153.0,6.056079999999999,6.240309999999998,11.959240549290312,6.462238537965222
154.0,5.389429999999997,6.0439900000000035,16.218753902777433,11.084034473304534
155.0,5.785200000000004,6.7465699999999975,19.048948847474872,14.23133899989945
156.0,6.632419999999992,7.089099999999998,0.0,16.808681624310942
157.0,7.592980000000002,7.397940000000001,0.0,19.61454369719885
158.0,8.396189999999995,7.477919999999998,0.0,0.0
159.0,8.132449999999999,7.649600000000001,4.8696344308895725,0.0
160.0,7.134710000000005,7.336549999999998,9.681987320647067,0.0
161.0,6.35175,6.096900000000001,13.788152640230333,3.789523488602974
162.0,5.7726700000000015,6.442689999999995,16.807873772740344,7.6373238511419945
163.0,6.038199999999997,6.820360000000001,19.41631300365004,11.073191801242723
164.0,6.765960000000004,7.014659999999999,0.0,14.652933663079278
165.0,7.560440000000003,7.129850000000003,0.0,18.33299077652779
166.0,8.136930000000003,7.211359999999997,0.0,0.0
167.0,7.9986700000000015,7.56327,4.789581278752106,0.0
168.0,7.373319999999999,7.4215300000000015,8.974415377000238,0.0
169.0,6.836380000000004,6.834240000000002,12.1516468454566,4.155169717232823
170.0,6.284149999999994,7.341259999999999,14.746264270092173,8.826690337634538
171.0,6.485389999999997,7.904779999999997,17.13287586050021,13.154420372617226
172.0,6.6320600000000045,7.373459999999998,19.362008280462746,16.271402145058087
173.0,7.1750400000000045,7.277139999999999,0.0,18.622689329684377
174.0,7.543030000000005,7.081710000000001,0.0,0.0
175.0,7.49686,6.200299999999999,0.0,0.0
176.0,6.696689999999996,5.732750000000001,5.032846415249031,0.0
177.0,6.125799999999996,6.203420000000002,9.464457100016865,5.0281488881805
178.0,5.751110000000002,6.686710000000001,13.47230313120641,9.37407029714873
179.0,6.116150000000006,7.787630000000003,16.905659701576973,12.304623524610614
180.0,6.974659999999991,7.79898,19.760921420211073,13.825408038230231
181.0,7.959759999999997,7.658250000000001,0.0,15.335293018116001
182.0,8.446819999999994,8.340589999999999,0.0,17.477744119465985
183.0,8.129579999999997,7.811190000000001,0.0,0.0
184.0,7.243359999999999,6.720700000000001,6.193100525810866,0.0
185.0,5.678919999999998,5.343580000000001,12.104688200863151,0.0
186.0,5.18256,5.41044,17.532876494176683,3.607336304414101
187.0,5.5280000000000005,6.31469,0.0,7.097300394317807
188.0,6.583890000000006,7.458950000000001,0.0,10.180709305901964
189.0,7.732600000000003,7.6971799999999995,0.0,12.573781282659247
190.0,8.064220000000006,8.30456,3.039901124719293,14.943258274828388
191.0,8.346210000000006,7.308010000000003,7.241011840553417,17.532711553942157
192.0,7.268130000000003,6.868529999999998,12.552303453137093,19.62304488447919
193.0,6.6885900000000005,6.4554800000000006,18.520056152575386,0.0
194.0,5.931809999999995,5.797559999999999,0.0,0.0
195.0,6.1118000000000015,6.220369999999996,0.0,0.0
196.0,6.483869999999997,6.9366499999999975,0.0,2.809165906711515
197.0,7.175969999999989,7.588609999999998,3.4022274564702,5.924279921072106
198.0,7.853499999999996,8.085249999999998,5.876685290998605,8.829395527416006
199.0,7.969549999999997,8.215250000000001,8.29447400969455,11.550432133604614
200.0,7.783440000000007,7.739449999999995,11.513919049201476,14.812648187121706
201.0,7.462510000000006,6.84222,16.012797213975446,18.450479483579564
202.0,7.04542999999999,6.250989999999997,0.0,0.0
203.0,6.5745100000000045,6.862489999999999,0.0,0.0
204.0,6.363800000000001,7.203979999999998,0.0,0.0
205.0,6.592490000000006,7.450689999999997,2.996290189557314,3.3759486290527434
206.0,7.154899999999996,7.887720000000001,5.504691017972429,4.941202466623824
207.0,7.482960000000005,7.2037300000000055,8.350341519984203,6.415959369309666
208.0,7.7827199999999985,7.6705499999999995,12.042793869304692,8.802220194638549
209.0,7.75333,7.4698,16.491145362225097,11.901850892461985
210.0,7.17358,7.413829999999999,0.0,15.437925177637707
211.0,6.417209999999993,7.7099800000000025,0.0,19.25026662579876
212.0,5.996339999999997,5.992180000000002,0.0,0.0
213.0,6.281249999999993,6.86653,2.6113604462853495,0.0
214.0,7.090630000000006,7.23447,5.385187031782949,0.0
215.0,7.7023099999999936,7.3245499999999995,8.461455397919766,5.480496805870853
216.0,7.826499999999996,7.343039999999999,11.50772134466385,10.857852898301779
217.0,7.288580000000001,7.125380000000001,14.952982846011109,15.613497755878882
218.0,6.616029999999998,6.30192,18.295310499763808,19.919066040218418
219.0,6.380769999999999,6.05172,0.0,0.0
220.0,6.716250000000007,6.826510000000003,0.0,0.0
221.0,7.186850000000002,6.98572,0.0,0.0
222.0,7.496379999999994,7.662530000000001,1.688605779488519,3.5922118019020566
223.0,7.7366899999999985,8.139719999999999,4.344614683231106,7.490784048128805
224.0,7.6013100000000025,8.202979999999997,8.749918300104847,11.407421517331631
225.0,7.080769999999991,7.662210000000001,14.526243745497066,15.448306952735766
226.0,6.793160000000003,6.854929999999999,0.0,0.0
227.0,6.459020000000003,5.58257,0.0,0.0
228.0,6.306550000000007,6.107800000000002,0.0,0.0
229.0,6.573959999999999,6.1948799999999995,3.43279592799804,5.5946770600750835
